,no_faces,Angle1,Angle2,cnt_inner,cnt_outer,Phone_detected
757,1,25,-21,0,0,0
758,1,32,-20,2,1,0
759,1,41,-15,0,0,0
760,1,45,-14,4,3,0
761,1,43,-15,0,0,0
762,1,45,-12,0,0,0
763,2,0,0,0,0,0
764,2,0,0,0,0,0
765,1,40,-16,2,1,0
766,1,41,-16,4,3,0
767,1,42,-15,1,1,0
768,1,40,-16,4,3,0
769,1,39,-16,5,3,0
770,1,33,-19,5,3,0
771,1,35,-16,5,3,0
772,1,36,-15,5,3,0
773,1,37,-16,5,3,0
774,1,34,-17,5,3,0
775,1,34,-19,5,3,0
776,1,35,-19,3,3,0
777,1,33,-22,2,3,0
778,1,37,-18,5,3,0
779,1,38,-17,4,3,0
780,1,38,-17,5,3,0
781,1,38,-18,4,3,0
782,1,35,-20,0,3,0
783,1,34,-20,2,3,0
784,1,40,-16,0,1,0
785,1,31,-22,0,3,0
786,1,40,-13,0,3,0
787,1,47,-11,0,0,0
788,1,59,-6,0,0,0
789,1,-58,10,0,0,0
790,1,-36,21,0,0,0
791,1,-34,24,0,0,48.21378291
792,1,-34,24,0,0,0
793,1,-30,28,0,0,0
794,1,-28,29,0,0,45.18218637
795,1,-30,27,0,0,45.32013237
796,1,-29,28,0,0,54.28354144
797,1,-30,27,0,0,51.25744939
798,1,-30,27,0,0,50.52196383
799,1,-27,31,0,0,49.60302114
800,1,-29,29,0,0,46.92742825
801,1,-28,31,0,0,0
802,1,-26,32,0,0,0
803,1,-26,32,0,0,0
804,1,-31,27,0,0,0
805,1,-30,26,0,0,0
806,1,20,-28,0,0,0
807,1,74,-8,0,0,0
808,1,39,-18,0,0,0
809,1,41,-18,0,0,0
810,1,33,-20,0,1,0
811,1,32,-22,0,0,0
812,1,29,-25,0,2,0
813,1,25,-29,1,3,0
814,1,27,-27,3,3,0
815,1,27,-28,0,2,0
816,1,23,-30,0,3,0
817,1,18,-31,0,3,0
818,1,25,-28,0,3,0
819,1,28,-26,0,3,0
820,1,24,-33,0,2,0
821,1,28,-30,1,1,0
822,1,30,-26,0,2,0
823,1,28,-28,0,0,0
824,1,28,-29,1,3,0
825,1,28,-28,2,3,0
826,1,29,-29,0,3,0
827,1,29,-30,1,3,0
828,1,29,-29,0,0,0
829,1,27,-30,1,3,0
830,1,26,-30,1,1,0
831,1,30,-28,1,3,0
832,1,27,-29,0,0,0
833,1,29,-22,3,3,0
834,2,0,0,0,0,0
835,1,33,-22,0,0,0
836,1,35,-19,0,2,0
837,1,33,-21,0,0,0
838,1,28,-28,0,0,0
839,1,30,-26,0,3,0
840,1,32,-24,0,3,0
841,1,33,-23,0,0,0
842,1,30,-27,0,0,0
843,1,31,-28,0,1,0
844,1,32,-26,0,3,0
845,1,30,-27,0,3,0
846,1,30,-27,0,2,0
847,1,28,-29,0,0,0
848,1,28,-28,0,1,0
849,1,31,-26,0,0,0
850,1,27,-29,0,3,0
851,1,28,-29,0,1,0
852,1,31,-27,0,1,0
853,1,35,-22,0,0,0
854,1,30,-27,0,1,0
855,1,31,-24,0,2,0
856,1,38,-18,0,0,0
857,1,37,-19,0,0,0
858,1,40,-17,0,0,0
859,1,38,-17,0,0,0
860,1,-43,5,0,0,0
861,1,-27,23,0,0,0
862,1,-26,25,0,0,0
863,1,-24,25,0,0,0
864,1,-33,20,0,0,0
865,1,-29,23,0,0,0
866,1,-30,22,0,0,0
