,no_faces,Angle1,Angle2,cnt_inner,cnt_outer,Phone_detected
419,1,22,-35,3,5,0
420,1,26,-30,1,3,0
421,1,26,-27,3,0,0
422,1,8,-22,3,5,0
423,1,-18,-34,3,5,0
424,1,-9,-44,3,0,0
425,1,-6,-37,3,0,0
426,1,-8,-39,3,0,0
427,1,-17,-41,3,0,0
428,1,-22,-31,3,5,0
429,1,-36,-27,3,5,0
430,1,-35,-29,3,5,0
431,1,-47,-23,3,5,0
432,1,88,-3,3,5,0
433,1,24,-8,3,5,0
434,1,11,-14,3,5,0
435,1,4,-15,3,5,0
436,1,53,-6,3,5,0
437,1,-58,-6,3,5,0
438,1,11,-9,3,5,0
439,1,3,-31,3,5,0
440,1,-4,-36,0,5,0
441,1,3,-32,0,0,0
442,1,89,-9,0,0,0
443,1,-7,-27,3,5,0
444,1,0,-36,0,3,0
445,1,-13,15,0,0,0
446,1,0,-31,0,2,0
447,1,-4,-30,1,5,0
448,1,-10,-22,3,5,0
449,1,-19,-20,3,5,0
450,1,-9,-19,3,5,0
451,1,-4,-18,3,5,0
452,1,-7,-19,3,5,0
453,1,-4,-20,3,5,0
454,1,-3,-15,3,5,0
455,1,-4,-12,3,5,0
456,1,-10,-12,3,5,0
457,1,-2,-18,3,5,0
458,1,-65,-7,3,5,0
459,1,-6,16,3,5,0
460,1,7,14,3,5,0
461,1,-1,-11,3,5,0
462,1,-16,15,3,5,0
463,1,-3,23,3,5,0
464,1,-19,14,2,5,0
465,1,-9,21,3,5,0
466,1,20,-14,2,5,0
467,1,-84,-3,0,5,0
468,1,-14,18,3,5,0
469,1,-1,6,0,5,0
470,1,19,-16,3,5,0
471,1,10,-15,3,5,0
472,1,14,-15,3,5,0
473,1,47,-7,3,5,0
474,1,-10,20,3,5,0
475,1,16,-23,3,5,0
476,1,-11,16,0,5,0
477,1,23,-7,3,5,0
478,1,-18,16,0,5,0
479,1,14,-18,3,5,0
480,1,34,-9,3,5,0
481,1,-7,23,1,5,0
482,1,-6,11,3,5,0
483,1,6,7,3,5,0
484,1,-28,9,1,5,0
485,1,-10,20,2,5,0
486,1,-3,3,0,5,0
487,1,6,4,3,5,0
488,1,2,5,1,5,0
489,1,-13,14,3,5,0
490,1,13,3,3,5,0
491,1,-16,16,1,5,0
492,1,46,-7,0,5,0
493,1,-13,13,3,5,0
494,1,-17,13,0,5,0
495,1,-9,0,3,5,0
496,1,5,7,2,5,0
497,1,16,-16,0,5,0
498,1,-14,6,0,5,0
499,1,-15,10,0,1,0
500,1,21,-15,0,4,0
501,1,-16,7,2,5,0
502,1,-18,11,0,5,0
503,1,24,-12,2,5,0
504,1,-12,22,0,5,0
505,1,22,-14,0,5,0
506,1,26,6,0,5,0
507,1,-21,9,3,5,0
508,1,-8,0,0,5,0
509,1,18,-11,0,5,0
510,1,-7,19,1,5,0
511,1,-14,15,0,5,0
512,1,-3,16,0,5,0
513,1,-22,12,0,5,0
514,1,-15,15,0,5,0
515,1,-21,11,0,5,0
516,1,17,-19,0,5,0
517,1,28,-11,0,3,0
518,1,-10,1,0,4,0
519,1,-6,4,0,4,0
520,1,19,-13,0,4,0
521,1,-27,9,0,5,0
522,1,-6,3,0,5,0
523,1,0,5,0,5,0
524,1,0,0,0,5,0
525,1,-29,8,0,5,0
526,1,-16,2,0,5,0
527,1,-13,0,0,5,0
528,1,-75,-3,0,5,0
529,1,26,-11,0,5,0
530,1,-2,9,0,5,0
531,1,-10,1,0,5,0
532,1,31,-8,0,4,0
533,1,24,9,0,5,0
534,1,-5,4,0,1,0
535,1,23,-11,0,4,0
536,1,49,-7,0,4,0
537,1,21,-18,0,1,0
538,1,19,-19,0,4,0
539,1,20,-15,0,5,0
540,1,20,-19,0,1,0
541,1,21,-17,3,0,0
542,1,21,-18,0,3,0
543,1,21,-17,0,4,0
544,1,23,-14,1,1,0
545,1,20,-16,0,3,0
546,1,29,-12,0,0,0
547,1,22,-11,3,0,0
548,1,47,-6,3,1,0
549,1,8,8,0,5,0
550,1,-6,30,3,5,0
551,1,-1,39,3,5,0
553,1,-3,28,3,5,0
